Note,SourceFilename,SourceCreated,SourceModified,SourceAccessed,ExecutableName,Hash,Size,Version,RunCount,LastRun,PreviousRun0,PreviousRun1,PreviousRun2,PreviousRun3,PreviousRun4,PreviousRun5,PreviousRun6,Volume0Name,Volume0Serial,Volume0Created,Volume1Name,Volume1Serial,Volume1Created,Directories,FilesLoaded,ParsingError
,C:\Users\Rodrigo\Desktop\Mestrado\2Semestre\Auditoria\Trabalho-Auditoria-AnaliseForense\exportados\registry\Windows\Prefetch\147.0.7727.138_CHROME_INSTALL-53F5E97B.pf,2026-05-01 11:05:33,2026-05-01 11:05:33,2026-05-22 16:23:09,147.0.7727.138_CHROME_INSTALL,53F5E97B,260408,Windows 11,1,2026-05-01 11:05:33,,,,,,,,\VOLUME{01dcd95ccfce9a9e-fccfd489},FCCFD489,2026-05-01 11:22:36,,,,"\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\GLOBALIZATION, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\GLOBALIZATION\SORTING, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEMTEMP, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEMTEMP\GOOGLEUPDATER_CHROME_UNPACKER_BEGINUNZIPPING8340_1801255912, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEMTEMP\GOOGLEUPDATER_CHROME_UNPACKER_BEGINUNZIPPING8340_1801255912\CR_25E31.TMP","\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\NTDLL.DLL, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\C_1252.NLS, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\C_850.NLS, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\L_INTL.NLS, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEMTEMP\GOOGLEUPDATER_CHROME_UNPACKER_BEGINUNZIPPING8340_1801255912\147.0.7727.138_CHROME_INSTALLER_UNCOMPRESSED.EXE, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\KERNEL32.DLL, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\KERNELBASE.DLL, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\LOCALE.NLS, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\ADVAPI32.DLL, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\MSVCRT.DLL, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\SECHOST.DLL, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\RPCRT4.DLL, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\SHELL32.DLL, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\MSVCP_WIN.DLL, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\UCRTBASE.DLL, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\USER32.DLL, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\WIN32U.DLL, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\GDI32.DLL, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\GDI32FULL.DLL, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\WINTYPES.DLL, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\COMBASE.DLL, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\CRYPTBASE.DLL, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\SHCORE.DLL, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\GLOBALIZATION\SORTING\SORTDEFAULT.NLS, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\BCRYPTPRIMITIVES.DLL, \VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEMTEMP\GOOGLEUPDATER_CHROME_UNPACKER_BEGINUNZIPPING8340_1801255912\CR_25E31.TMP\CHROME.7Z",False
